Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude
,Italy,2020-01-31 08:15:00,2.0,0.0,0.0,,
Macau,Macau,2020-01-31 08:15:00,7.0,0.0,0.0,,
,Malaysia,2020-01-31 08:15:00,8.0,0.0,0.0,,
,Nepal,2020-01-31 08:15:00,1.0,0.0,0.0,,
,Sri Lanka,2020-01-31 08:15:00,1.0,0.0,0.0,,
,United Arab Emirates,2020-01-31 08:15:00,4.0,0.0,0.0,,
Guizhou,Mainland China,2020-01-31 15:20:00,29.0,0.0,2.0,,
Taiwan,Taiwan,2020-01-31 15:20:00,10.0,0.0,0.0,,
,Russia,2020-01-31 16:13:00,2.0,0.0,0.0,,
New South Wales,Australia,2020-01-31 23:59:00,4.0,,2.0,,
Queensland,Australia,2020-01-31 23:59:00,2.0,,,,
Victoria,Australia,2020-01-31 23:59:00,3.0,,,,
,Cambodia,2020-01-31 23:59:00,1.0,,,,
British Columbia,Canada,2020-01-31 23:59:00,1.0,,,,
Ontario,Canada,2020-01-31 23:59:00,2.0,,,,
,Finland,2020-01-31 23:59:00,1.0,,,,
,France,2020-01-31 23:59:00,5.0,,,,
Bavaria,Germany,2020-01-31 23:59:00,5.0,,,,
Hong Kong,Hong Kong,2020-01-31 23:59:00,12.0,,,,
,India,2020-01-31 23:59:00,1.0,,,,
,Italy,2020-01-31 23:59:00,2.0,,,,
,Japan,2020-01-31 23:59:00,15.0,,1.0,,
Macau,Macau,2020-01-31 23:59:00,7.0,,,,
Anhui,Mainland China,2020-01-31 23:59:00,237.0,,3.0,,
Beijing,Mainland China,2020-01-31 23:59:00,139.0,1.0,5.0,,
Chongqing,Mainland China,2020-01-31 23:59:00,211.0,,1.0,,
Fujian,Mainland China,2020-01-31 23:59:00,120.0,,,,
Gansu,Mainland China,2020-01-31 23:59:00,29.0,,,,
Guangdong,Mainland China,2020-01-31 23:59:00,436.0,,11.0,,
Guangxi,Mainland China,2020-01-31 23:59:00,87.0,,2.0,,
Guizhou,Mainland China,2020-01-31 23:59:00,29.0,,2.0,,
Hainan,Mainland China,2020-01-31 23:59:00,52.0,1.0,1.0,,
Hebei,Mainland China,2020-01-31 23:59:00,82.0,1.0,,,
Heilongjiang,Mainland China,2020-01-31 23:59:00,59.0,2.0,,,
Henan,Mainland China,2020-01-31 23:59:00,352.0,2.0,3.0,,
Hubei,Mainland China,2020-01-31 23:59:00,5806.0,204.0,141.0,,
Hunan,Mainland China,2020-01-31 23:59:00,332.0,,2.0,,
Inner Mongolia,Mainland China,2020-01-31 23:59:00,20.0,,1.0,,
Jiangsu,Mainland China,2020-01-31 23:59:00,168.0,,5.0,,
Jiangxi,Mainland China,2020-01-31 23:59:00,240.0,,7.0,,
Jilin,Mainland China,2020-01-31 23:59:00,14.0,,1.0,,
Liaoning,Mainland China,2020-01-31 23:59:00,48.0,,1.0,,
Ningxia,Mainland China,2020-01-31 23:59:00,21.0,,,,
Qinghai,Mainland China,2020-01-31 23:59:00,8.0,,,,
Shaanxi,Mainland China,2020-01-31 23:59:00,87.0,,,,
Shandong,Mainland China,2020-01-31 23:59:00,184.0,,2.0,,
Shanghai,Mainland China,2020-01-31 23:59:00,135.0,1.0,9.0,,
Shanxi,Mainland China,2020-01-31 23:59:00,39.0,,1.0,,
Sichuan,Mainland China,2020-01-31 23:59:00,177.0,1.0,1.0,,
Tianjin,Mainland China,2020-01-31 23:59:00,32.0,,,,
Tibet,Mainland China,2020-01-31 23:59:00,1.0,,,,
Xinjiang,Mainland China,2020-01-31 23:59:00,17.0,,,,
Yunnan,Mainland China,2020-01-31 23:59:00,83.0,,1.0,,
Zhejiang,Mainland China,2020-01-31 23:59:00,538.0,,14.0,,
,Malaysia,2020-01-31 23:59:00,8.0,,,,
,Nepal,2020-01-31 23:59:00,1.0,,,,
,Philippines,2020-01-31 23:59:00,1.0,,,,
,Russia,2020-01-31 23:59:00,2.0,,,,
,Singapore,2020-01-31 23:59:00,13.0,,,,
,South Korea,2020-01-31 23:59:00,11.0,,,,
,Sri Lanka,2020-01-31 23:59:00,1.0,,,,
,Sweden,2020-01-31 23:59:00,1.0,,,,
Taiwan,Taiwan,2020-01-31 23:59:00,10.0,,,,
,Thailand,2020-01-31 23:59:00,19.0,,5.0,,
,UK,2020-01-31 23:59:00,2.0,,,,
Arizona,US,2020-01-31 23:59:00,1.0,,,,
California,US,2020-01-31 23:59:00,2.0,,,,
Illinois,US,2020-01-31 23:59:00,2.0,,,,
Washington,US,2020-01-31 23:59:00,1.0,,,,
,United Arab Emirates,2020-01-31 23:59:00,4.0,,,,
,Vietnam,2020-01-31 23:59:00,2.0,,,,
,France,2020-02-01 01:52:00,6.0,0.0,0.0,,
Guangxi,Mainland China,2020-02-01 01:52:00,100.0,0.0,2.0,,
Hebei,Mainland China,2020-02-01 01:52:00,96.0,1.0,0.0,,
Henan,Mainland China,2020-02-01 01:52:00,422.0,2.0,3.0,,
Jiangxi,Mainland China,2020-02-01 01:52:00,286.0,0.0,9.0,,
Jilin,Mainland China,2020-02-01 01:52:00,17.0,0.0,1.0,,
Shanxi,Mainland China,2020-02-01 01:52:00,47.0,0.0,1.0,,
Sichuan,Mainland China,2020-02-01 01:52:00,207.0,1.0,3.0,,
Tibet,Mainland China,2020-02-01 01:52:00,1.0,0.0,0.0,,
,UK,2020-02-01 01:52:00,2.0,0.0,0.0,,
Ningxia,Mainland China,2020-02-01 02:13:00,26.0,0.0,0.0,,
,Spain,2020-02-01 02:13:00,1.0,0.0,0.0,,
,Sweden,2020-02-01 02:13:00,1.0,0.0,0.0,,
Hong Kong,Hong Kong,2020-02-01 05:37:00,13.0,0.0,0.0,,
Fujian,Mainland China,2020-02-01 05:37:00,144.0,0.0,0.0,,
Inner Mongolia,Mainland China,2020-02-01 05:37:00,23.0,0.0,1.0,,
Qinghai,Mainland China,2020-02-01 05:37:00,9.0,0.0,0.0,,
Shaanxi,Mainland China,2020-02-01 05:37:00,101.0,0.0,0.0,,
Xinjiang,Mainland China,2020-02-01 05:37:00,18.0,0.0,0.0,,
,Singapore,2020-02-01 05:37:00,16.0,0.0,0.0,,
Shanghai,Mainland China,2020-02-01 06:05:00,169.0,1.0,10.0,,
,Vietnam,2020-02-01 07:38:00,6.0,0.0,1.0,,
,Vietnam,2020-02-01 07:38:12,6.0,0.0,1.0,,
Shandong,Mainland China,2020-02-01 07:51:00,206.0,0.0,3.0,,
Chongqing,Mainland China,2020-02-01 08:43:00,247.0,1.0,3.0,,
Hainan,Mainland China,2020-02-01 08:43:00,62.0,1.0,1.0,,
Beijing,Mainland China,2020-02-01 09:17:00,168.0,1.0,9.0,,
Heilongjiang,Mainland China,2020-02-01 10:33:00,80.0,2.0,2.0,,
,South Korea,2020-02-01 10:43:00,12.0,0.0,0.0,,
Zhejiang,Mainland China,2020-02-01 10:53:00,599.0,0.0,21.0,,
Hunan,Mainland China,2020-02-01 11:03:00,389.0,0.0,8.0,,
Hubei,Mainland China,2020-02-01 11:53:00,7153.0,249.0,168.0,,
Anhui,Mainland China,2020-02-01 13:33:00,297.0,0.0,5.0,,
Jiangsu,Mainland China,2020-02-01 14:03:00,202.0,0.0,6.0,,
Guangdong,Mainland China,2020-02-01 14:23:00,535.0,0.0,14.0,,
Liaoning,Mainland China,2020-02-01 15:23:00,64.0,0.0,1.0,,
Gansu,Mainland China,2020-02-01 15:43:00,40.0,0.0,0.0,,
Tianjin,Mainland China,2020-02-01 15:43:00,41.0,0.0,0.0,,
Yunnan,Mainland China,2020-02-01 15:53:00,93.0,0.0,2.0,,
,Philippines,2020-02-01 17:43:00,1.0,0.0,0.0,,
New South Wales,Australia,2020-02-01 18:12:00,4.0,0.0,2.0,,
Queensland,Australia,2020-02-01 18:12:00,3.0,0.0,0.0,,
South Australia,Australia,2020-02-01 18:12:00,1.0,0.0,0.0,,
Victoria,Australia,2020-02-01 18:12:00,4.0,0.0,0.0,,
British Columbia,Canada,2020-02-01 18:12:00,1.0,0.0,0.0,,
Ontario,Canada,2020-02-01 18:12:00,3.0,0.0,0.0,,
,Germany,2020-02-01 18:33:00,8.0,0.0,0.0,,
,Japan,2020-02-01 18:53:00,20.0,0.0,1.0,,
"Boston, MA",US,2020-02-01 19:43:00,1.0,0.0,0.0,,
"Chicago, IL",US,2020-02-01 19:43:00,2.0,0.0,0.0,,
"Seattle, WA",US,2020-02-01 19:43:00,1.0,0.0,0.0,,
"Tempe, AZ",US,2020-02-01 19:43:00,1.0,0.0,0.0,,
"Los Angeles, CA",US,2020-02-01 19:53:00,1.0,0.0,0.0,,
"Orange, CA",US,2020-02-01 19:53:00,1.0,0.0,0.0,,
"Santa Clara, CA",US,2020-02-01 19:53:00,1.0,0.0,0.0,,
"Santa Clara, CA",US,2020-02-01 19:53:03,1.0,0.0,0.0,,
Guangxi,Mainland China,2020-02-02 00:23:13,111.0,0.0,2.0,,
Xinjiang,Mainland China,2020-02-02 00:43:02,21.0,0.0,0.0,,
Guizhou,Mainland China,2020-02-02 01:03:32,38.0,0.0,2.0,,
Ningxia,Mainland China,2020-02-02 01:43:02,28.0,0.0,0.0,,
Jilin,Mainland China,2020-02-02 02:33:02,23.0,0.0,1.0,,
Hebei,Mainland China,2020-02-02 02:53:02,104.0,1.0,3.0,,
Heilongjiang,Mainland China,2020-02-02 03:23:14,95.0,2.0,2.0,,
Shaanxi,Mainland China,2020-02-02 03:23:14,116.0,0.0,0.0,,
Fujian,Mainland China,2020-02-02 03:43:01,159.0,0.0,0.0,,
Inner Mongolia,Mainland China,2020-02-02 03:43:01,27.0,0.0,1.0,,
Qinghai,Mainland China,2020-02-02 05:33:03,11.0,0.0,0.0,,
Shanghai,Mainland China,2020-02-02 05:53:02,182.0,1.0,10.0,,
,India,2020-02-02 06:03:08,2.0,0.0,0.0,,
Beijing,Mainland China,2020-02-02 08:43:02,191.0,1.0,9.0,,
Tianjin,Mainland China,2020-02-02 09:43:01,48.0,0.0,1.0,,
,Germany,2020-02-02 18:03:05,10.0,0.0,0.0,,
Anhui,Mainland China,2020-02-02 18:03:05,340.0,0.0,7.0,,
Guangdong,Mainland China,2020-02-02 18:03:05,632.0,0.0,15.0,,
Hainan,Mainland China,2020-02-02 18:03:05,64.0,1.0,4.0,,
Henan,Mainland China,2020-02-02 18:03:05,493.0,2.0,10.0,,
Hunan,Mainland China,2020-02-02 18:03:05,463.0,0.0,16.0,,
Jiangsu,Mainland China,2020-02-02 18:03:05,236.0,0.0,7.0,,
Jiangxi,Mainland China,2020-02-02 18:03:05,333.0,0.0,12.0,,
Liaoning,Mainland China,2020-02-02 18:03:05,70.0,0.0,1.0,,
Shandong,Mainland China,2020-02-02 18:03:05,230.0,0.0,6.0,,
Sichuan,Mainland China,2020-02-02 18:03:05,231.0,1.0,11.0,,
Yunnan,Mainland China,2020-02-02 18:03:05,105.0,0.0,3.0,,
Zhejiang,Mainland China,2020-02-02 18:03:05,661.0,0.0,32.0,,
Shanxi,Mainland China,2020-02-02 23:23:13,66.0,0.0,3.0,,
Chongqing,Mainland China,2020-02-02 23:33:02,300.0,2.0,7.0,,
Gansu,Mainland China,2020-02-02 23:43:02,51.0,0.0,3.0,,
Hubei,Mainland China,2020-02-02 23:43:02,11177.0,350.0,295.0,,
Hebei,Mainland China,2020-02-03 00:23:14,113.0,1.0,3.0,,
Jilin,Mainland China,2020-02-03 00:53:03,31.0,0.0,1.0,,
Guizhou,Mainland China,2020-02-03 01:03:22,46.0,0.0,2.0,,
Xinjiang,Mainland China,2020-02-03 01:13:21,24.0,0.0,0.0,,
Jiangxi,Mainland China,2020-02-03 01:33:02,391.0,0.0,18.0,,
Shaanxi,Mainland China,2020-02-03 02:33:02,128.0,0.0,0.0,,
Qinghai,Mainland China,2020-02-03 02:43:01,13.0,0.0,0.0,,
Inner Mongolia,Mainland China,2020-02-03 03:03:09,34.0,0.0,1.0,,
Shanghai,Mainland China,2020-02-03 07:03:12,203.0,1.0,10.0,,
Heilongjiang,Mainland China,2020-02-03 07:13:19,121.0,2.0,2.0,,
Ningxia,Mainland China,2020-02-03 08:33:03,31.0,0.0,1.0,,
Beijing,Mainland China,2020-02-03 09:23:05,212.0,1.0,12.0,,
Hunan,Mainland China,2020-02-03 11:03:10,521.0,0.0,22.0,,
Jiangsu,Mainland China,2020-02-03 11:03:10,271.0,0.0,8.0,,
Sichuan,Mainland China,2020-02-03 11:23:23,254.0,1.0,14.0,,
Fujian,Mainland China,2020-02-03 11:33:13,179.0,0.0,1.0,,
Guangxi,Mainland China,2020-02-03 12:33:02,127.0,0.0,7.0,,
Guangdong,Mainland China,2020-02-03 12:53:02,725.0,0.0,21.0,,
Zhejiang,Mainland China,2020-02-03 13:33:02,724.0,0.0,43.0,,
Tianjin,Mainland China,2020-02-03 13:53:03,60.0,0.0,1.0,,
Anhui,Mainland China,2020-02-03 17:11:34,408.0,0.0,14.0,,
Hainan,Mainland China,2020-02-03 17:11:34,72.0,1.0,4.0,,
Henan,Mainland China,2020-02-03 17:11:34,566.0,2.0,16.0,,
Liaoning,Mainland China,2020-02-03 17:11:34,74.0,0.0,1.0,,
Shandong,Mainland China,2020-02-03 17:11:34,259.0,0.0,7.0,,
Gansu,Mainland China,2020-02-03 23:03:08,55.0,0.0,3.0,,
Shanxi,Mainland China,2020-02-03 23:13:11,74.0,0.0,2.0,,
Hubei,Mainland China,2020-02-03 23:23:03,13522.0,414.0,386.0,,
Yunnan,Mainland China,2020-02-03 23:23:03,117.0,0.0,5.0,,
Chongqing,Mainland China,2020-02-03 23:43:02,337.0,2.0,9.0,,
Jilin,Mainland China,2020-02-04 00:23:05,42.0,0.0,1.0,,
Qinghai,Mainland China,2020-02-04 01:33:01,15.0,0.0,0.0,,
Xinjiang,Mainland China,2020-02-04 01:33:01,29.0,0.0,0.0,,
Sichuan,Mainland China,2020-02-04 01:43:02,282.0,1.0,14.0,,
Inner Mongolia,Mainland China,2020-02-04 03:03:07,35.0,0.0,1.0,,
Anhui,Mainland China,2020-02-04 05:33:01,480.0,0.0,20.0,,
Guangxi,Mainland China,2020-02-04 05:53:01,139.0,0.0,10.0,,
Shanghai,Mainland China,2020-02-04 06:33:02,219.0,1.0,12.0,,
,Malaysia,2020-02-04 07:33:02,10.0,0.0,0.0,,
Heilongjiang,Mainland China,2020-02-04 07:43:01,155.0,2.0,4.0,,
Beijing,Mainland China,2020-02-04 08:33:01,228.0,1.0,23.0,,
Hebei,Mainland China,2020-02-04 08:53:01,126.0,1.0,4.0,,
Hong Kong,Hong Kong,2020-02-04 09:03:02,17.0,1.0,0.0,,
Guizhou,Mainland China,2020-02-04 10:43:02,58.0,0.0,2.0,,
Hainan,Mainland China,2020-02-04 11:33:03,80.0,1.0,5.0,,
Henan,Mainland China,2020-02-04 11:53:02,675.0,2.0,27.0,,
Jiangsu,Mainland China,2020-02-04 11:53:02,308.0,0.0,12.0,,
Shandong,Mainland China,2020-02-04 12:03:04,275.0,0.0,11.0,,
Fujian,Mainland China,2020-02-04 12:13:11,194.0,0.0,3.0,,
Shaanxi,Mainland China,2020-02-04 12:33:02,142.0,0.0,2.0,,
Guangdong,Mainland China,2020-02-04 13:03:07,813.0,0.0,30.0,,
Zhejiang,Mainland China,2020-02-04 13:03:07,829.0,0.0,62.0,,
Tianjin,Mainland China,2020-02-04 13:33:02,67.0,0.0,2.0,,
Hunan,Mainland China,2020-02-04 14:03:03,593.0,0.0,31.0,,
Liaoning,Mainland China,2020-02-04 14:13:08,81.0,0.0,2.0,,
Jiangxi,Mainland China,2020-02-04 14:43:02,476.0,0.0,20.0,,
,Singapore,2020-02-04 15:33:03,24.0,0.0,0.0,,
,South Korea,2020-02-04 15:33:03,16.0,0.0,0.0,,
Gansu,Mainland China,2020-02-04 15:43:02,57.0,0.0,4.0,,
Shanxi,Mainland China,2020-02-04 23:23:02,81.0,0.0,4.0,,
Yunnan,Mainland China,2020-02-04 23:23:02,122.0,0.0,5.0,,
Chongqing,Mainland China,2020-02-04 23:43:01,366.0,2.0,9.0,,
Hubei,Mainland China,2020-02-04 23:43:01,16678.0,479.0,522.0,,
Jiangxi,Mainland China,2020-02-05 01:33:07,548.0,0.0,27.0,,
Xinjiang,Mainland China,2020-02-05 02:03:13,32.0,0.0,0.0,,
Qinghai,Mainland China,2020-02-05 03:13:05,17.0,0.0,3.0,,
Tianjin,Mainland China,2020-02-05 03:43:02,69.0,1.0,2.0,,
Beijing,Mainland China,2020-02-05 05:43:02,253.0,1.0,24.0,,
Shanghai,Mainland China,2020-02-05 06:23:04,243.0,1.0,15.0,,
Shaanxi,Mainland China,2020-02-05 08:43:01,165.0,0.0,6.0,,
Inner Mongolia,Mainland China,2020-02-05 08:53:02,42.0,0.0,3.0,,
Shandong,Mainland China,2020-02-05 10:13:13,307.0,0.0,15.0,,
Sichuan,Mainland China,2020-02-05 10:13:13,301.0,1.0,24.0,,
Jilin,Mainland China,2020-02-05 11:03:16,54.0,0.0,2.0,,
Hebei,Mainland China,2020-02-05 11:23:18,135.0,1.0,6.0,,
Guangxi,Mainland China,2020-02-05 12:03:08,150.0,0.0,13.0,,
Heilongjiang,Mainland China,2020-02-05 12:13:04,190.0,2.0,7.0,,
Fujian,Mainland China,2020-02-05 12:33:01,205.0,0.0,11.0,,
Guizhou,Mainland China,2020-02-05 12:33:02,64.0,1.0,9.0,,
Jiangsu,Mainland China,2020-02-05 12:43:02,341.0,0.0,23.0,,
Hong Kong,Hong Kong,2020-02-05 13:13:10,21.0,1.0,0.0,,
Guangdong,Mainland China,2020-02-05 13:23:04,895.0,0.0,49.0,,
Anhui,Mainland China,2020-02-05 13:43:02,530.0,0.0,23.0,,
Henan,Mainland China,2020-02-05 15:03:02,764.0,2.0,47.0,,
Zhejiang,Mainland China,2020-02-05 15:13:02,895.0,0.0,78.0,,
Hunan,Mainland China,2020-02-05 15:23:02,661.0,0.0,54.0,,
Liaoning,Mainland China,2020-02-05 15:23:02,89.0,0.0,4.0,,
Shanxi,Mainland China,2020-02-05 15:23:02,81.0,0.0,5.0,,
,South Korea,2020-02-05 15:33:01,19.0,0.0,0.0,,
Hainan,Mainland China,2020-02-05 16:43:04,99.0,1.0,5.0,,
Hubei,Mainland China,2020-02-05 23:13:12,19665.0,549.0,633.0,,
Yunnan,Mainland China,2020-02-05 23:33:02,128.0,0.0,5.0,,
Chongqing,Mainland China,2020-02-05 23:43:02,389.0,2.0,15.0,,
Xinjiang,Mainland China,2020-02-06 01:13:08,36.0,0.0,0.0,,
Ningxia,Mainland China,2020-02-06 02:13:15,40.0,0.0,1.0,,
Inner Mongolia,Mainland China,2020-02-06 02:23:08,46.0,0.0,4.0,,
Jiangxi,Mainland China,2020-02-06 02:33:01,600.0,0.0,37.0,,
Queensland,Australia,2020-02-06 02:53:03,4.0,0.0,0.0,,
,Japan,2020-02-06 02:53:03,45.0,0.0,1.0,,
,South Korea,2020-02-06 02:53:03,23.0,0.0,0.0,,
Beijing,Mainland China,2020-02-06 03:23:11,274.0,1.0,31.0,,
Guangxi,Mainland China,2020-02-06 04:13:13,168.0,0.0,14.0,,
Shanghai,Mainland China,2020-02-06 06:53:07,257.0,1.0,25.0,,
Shandong,Mainland China,2020-02-06 07:53:02,347.0,0.0,27.0,,
Jiangsu,Mainland China,2020-02-06 08:03:10,373.0,0.0,34.0,,
Sichuan,Mainland China,2020-02-06 08:03:10,321.0,1.0,31.0,,
Heilongjiang,Mainland China,2020-02-06 08:13:06,227.0,3.0,8.0,,
Yunnan,Mainland China,2020-02-06 09:43:02,133.0,0.0,7.0,,
Guizhou,Mainland China,2020-02-06 09:53:02,71.0,1.0,6.0,,
Zhejiang,Mainland China,2020-02-06 10:53:04,954.0,0.0,94.0,,
Fujian,Mainland China,2020-02-06 11:03:19,215.0,0.0,14.0,,
Hainan,Mainland China,2020-02-06 11:13:24,106.0,1.0,8.0,,
Henan,Mainland China,2020-02-06 11:23:14,851.0,2.0,56.0,,
Guangdong,Mainland China,2020-02-06 12:43:02,970.0,0.0,69.0,,
Hunan,Mainland China,2020-02-06 13:13:06,711.0,0.0,81.0,,
Anhui,Mainland China,2020-02-06 13:33:02,591.0,0.0,34.0,,
Hebei,Mainland China,2020-02-06 13:53:02,157.0,1.0,13.0,,
Shaanxi,Mainland China,2020-02-06 13:53:02,173.0,0.0,9.0,,
Jilin,Mainland China,2020-02-06 14:23:04,59.0,0.0,4.0,,
Liaoning,Mainland China,2020-02-06 14:33:02,94.0,0.0,5.0,,
Hong Kong,Hong Kong,2020-02-06 14:43:02,24.0,1.0,0.0,,
Shanxi,Mainland China,2020-02-06 23:03:02,96.0,0.0,12.0,,
Hubei,Mainland China,2020-02-06 23:23:02,22112.0,618.0,817.0,,
Chongqing,Mainland China,2020-02-06 23:33:02,411.0,2.0,24.0,,
Tianjin,Mainland China,2020-02-06 23:43:01,79.0,1.0,2.0,,
Guangxi,Mainland China,2020-02-07 00:33:02,172.0,0.0,17.0,,
Jilin,Mainland China,2020-02-07 00:43:02,65.0,1.0,4.0,,
Jiangxi,Mainland China,2020-02-07 01:23:02,661.0,0.0,45.0,,
Xinjiang,Mainland China,2020-02-07 01:43:02,39.0,0.0,0.0,,
Gansu,Mainland China,2020-02-07 02:33:06,67.0,0.0,9.0,,
,Singapore,2020-02-07 03:03:03,30.0,0.0,0.0,,
Beijing,Mainland China,2020-02-07 03:23:02,297.0,1.0,33.0,,
Anhui,Mainland China,2020-02-07 05:13:07,665.0,0.0,47.0,,
Tianjin,Mainland China,2020-02-07 05:43:03,81.0,1.0,2.0,,
Shanghai,Mainland China,2020-02-07 06:14:15,277.0,1.0,30.0,,
Heilongjiang,Mainland China,2020-02-07 07:43:02,277.0,3.0,12.0,,
Shaanxi,Mainland China,2020-02-07 08:23:09,184.0,0.0,17.0,,
Sichuan,Mainland China,2020-02-07 08:23:09,344.0,1.0,42.0,,
,Malaysia,2020-02-07 09:13:21,12.0,0.0,1.0,,
Guangdong,Mainland China,2020-02-07 10:13:06,1034.0,1.0,88.0,,
Guizhou,Mainland China,2020-02-07 11:13:07,81.0,1.0,6.0,,
Inner Mongolia,Mainland China,2020-02-07 11:13:07,50.0,0.0,5.0,,
Ningxia,Mainland China,2020-02-07 11:13:07,43.0,0.0,5.0,,
Hunan,Mainland China,2020-02-07 11:33:11,772.0,0.0,112.0,,
Shandong,Mainland China,2020-02-07 11:33:11,386.0,0.0,37.0,,
Zhejiang,Mainland China,2020-02-07 11:33:11,1006.0,0.0,123.0,,
Hong Kong,Hong Kong,2020-02-07 11:53:02,25.0,1.0,0.0,,
Hebei,Mainland China,2020-02-07 12:03:04,172.0,1.0,22.0,,
Hainan,Mainland China,2020-02-07 12:33:02,117.0,2.0,10.0,,
Fujian,Mainland China,2020-02-07 13:23:03,224.0,0.0,20.0,,
Henan,Mainland China,2020-02-07 14:03:12,914.0,3.0,86.0,,
Jiangsu,Mainland China,2020-02-07 14:03:12,408.0,0.0,43.0,,
Liaoning,Mainland China,2020-02-07 15:33:03,99.0,0.0,7.0,,
Yunnan,Mainland China,2020-02-07 23:23:04,138.0,0.0,12.0,,
Chongqing,Mainland China,2020-02-07 23:33:02,426.0,2.0,31.0,,
Hubei,Mainland China,2020-02-07 23:43:02,24953.0,699.0,1115.0,,
Shanxi,Mainland China,2020-02-07 23:43:02,104.0,0.0,15.0,,
Hong Kong,Hong Kong,2020-02-08 00:03:07,26.0,1.0,0.0,,
Jilin,Mainland China,2020-02-08 00:13:04,69.0,1.0,4.0,,
Guangxi,Mainland China,2020-02-08 00:23:03,183.0,0.0,17.0,,
Jiangxi,Mainland China,2020-02-08 01:23:02,698.0,0.0,55.0,,
Beijing,Mainland China,2020-02-08 03:13:09,315.0,2.0,34.0,,
Xinjiang,Mainland China,2020-02-08 03:23:10,42.0,0.0,0.0,,
Inner Mongolia,Mainland China,2020-02-08 03:33:02,52.0,0.0,5.0,,
Heilongjiang,Mainland China,2020-02-08 04:03:09,295.0,5.0,13.0,,
Taiwan,Taiwan,2020-02-08 05:23:02,17.0,0.0,1.0,,
Shanghai,Mainland China,2020-02-08 06:33:02,286.0,1.0,41.0,,
Guizhou,Mainland China,2020-02-08 06:43:03,89.0,1.0,7.0,,
Anhui,Mainland China,2020-02-08 07:43:02,733.0,0.0,59.0,,
Fujian,Mainland China,2020-02-08 08:13:10,239.0,0.0,24.0,,
Tianjin,Mainland China,2020-02-08 08:23:04,88.0,1.0,4.0,,
Yunnan,Mainland China,2020-02-08 08:43:02,138.0,0.0,17.0,,
Ningxia,Mainland China,2020-02-08 09:13:16,45.0,0.0,15.0,,
Shaanxi,Mainland China,2020-02-08 10:13:06,195.0,0.0,20.0,,
Hainan,Mainland China,2020-02-08 10:23:04,124.0,2.0,14.0,,
Jiangsu,Mainland China,2020-02-08 10:23:04,439.0,0.0,51.0,,
Zhejiang,Mainland China,2020-02-08 10:53:02,1048.0,0.0,175.0,,
Chongqing,Mainland China,2020-02-08 11:03:15,428.0,2.0,39.0,,
Hebei,Mainland China,2020-02-08 11:33:02,195.0,1.0,30.0,,
Shandong,Mainland China,2020-02-08 11:33:02,416.0,0.0,44.0,,
Guangdong,Mainland China,2020-02-08 11:53:01,1095.0,1.0,112.0,,
Liaoning,Mainland China,2020-02-08 11:53:01,105.0,0.0,8.0,,
Hunan,Mainland China,2020-02-08 12:53:01,803.0,1.0,156.0,,
,Singapore,2020-02-08 12:53:01,33.0,0.0,2.0,,
Henan,Mainland China,2020-02-08 14:13:12,981.0,4.0,116.0,,
Gansu,Mainland China,2020-02-08 15:13:14,79.0,1.0,12.0,,
Sichuan,Mainland China,2020-02-08 15:23:04,364.0,1.0,60.0,,
Hubei,Mainland China,2020-02-08 23:33:06,27100.0,780.0,1439.0,,
Shanxi,Mainland China,2020-02-08 23:53:02,115.0,0.0,21.0,,
Guangxi,Mainland China,2020-02-09 00:33:07,195.0,1.0,18.0,,
Xinjiang,Mainland China,2020-02-09 01:23:08,45.0,0.0,0.0,,
Ningxia,Mainland China,2020-02-09 02:03:11,45.0,0.0,13.0,,
Inner Mongolia,Mainland China,2020-02-09 02:23:07,54.0,0.0,5.0,,
,South Korea,2020-02-09 02:33:02,25.0,0.0,3.0,,
,Singapore,2020-02-09 02:43:02,40.0,0.0,2.0,,
Shaanxi,Mainland China,2020-02-09 03:03:09,208.0,0.0,25.0,,
Beijing,Mainland China,2020-02-09 03:43:02,326.0,2.0,37.0,,
,Japan,2020-02-09 06:13:11,26.0,0.0,1.0,,
Diamond Princess cruise ship,Others,2020-02-09 06:13:11,64.0,0.0,0.0,,
Shanghai,Mainland China,2020-02-09 06:33:01,293.0,1.0,44.0,,
Heilongjiang,Mainland China,2020-02-09 08:43:05,307.0,6.0,14.0,,
Yunnan,Mainland China,2020-02-09 08:53:02,141.0,0.0,18.0,,
Jilin,Mainland China,2020-02-09 09:03:04,78.0,1.0,12.0,,
Fujian,Mainland China,2020-02-09 09:13:11,250.0,0.0,35.0,,
Anhui,Mainland China,2020-02-09 09:33:02,779.0,1.0,72.0,,
Hong Kong,Hong Kong,2020-02-09 09:53:02,29.0,1.0,0.0,,
Guizhou,Mainland China,2020-02-09 09:53:02,99.0,1.0,7.0,,
Jiangsu,Mainland China,2020-02-09 10:23:11,468.0,0.0,71.0,,
Henan,Mainland China,2020-02-09 11:23:08,1033.0,6.0,153.0,,
Jiangxi,Mainland China,2020-02-09 11:33:12,740.0,0.0,73.0,,
Zhejiang,Mainland China,2020-02-09 12:03:04,1075.0,0.0,201.0,,
Liaoning,Mainland China,2020-02-09 12:23:03,107.0,0.0,12.0,,
Hunan,Mainland China,2020-02-09 12:33:01,838.0,1.0,186.0,,
Hebei,Mainland China,2020-02-09 12:43:01,206.0,2.0,34.0,,
